Date,Buy Signal,Sell Signal,Position Open,Portfolio Value
2018-12-21,False,False,1104,114549.36936950684
2018-12-24,False,False,1104,114549.36936950684
2018-12-26,False,False,1104,114549.36936950684
2018-12-27,False,False,1104,114549.36936950684
2018-12-28,False,False,1104,114549.36936950684
2018-12-31,False,False,1104,114549.36936950684
2019-01-02,False,False,1104,114549.36936950684
2019-01-03,False,False,1104,114549.36936950684
2019-01-04,False,False,1104,114549.36936950684
2019-01-07,False,False,1104,114549.36936950684
2019-01-08,False,False,1104,114549.36936950684
2019-01-09,False,False,1104,114549.36936950684
2019-01-10,False,False,1104,114549.36936950684
2019-01-11,False,True,0,113491.20336914062
2019-01-14,False,False,0,113491.20336914062
2019-01-15,False,False,0,113491.20336914062
2019-01-16,False,False,0,113491.20336914062
2019-01-17,False,False,0,113491.20336914062
2019-01-18,False,False,0,113491.20336914062
2019-01-22,False,False,0,113491.20336914062
2019-01-23,False,False,0,113491.20336914062
2019-01-24,False,False,0,113491.20336914062
2019-01-25,False,False,0,113491.20336914062
2019-01-28,False,False,0,113491.20336914062
2019-01-29,False,False,0,113491.20336914062
2019-01-30,False,False,0,113491.20336914062
2019-01-31,False,False,0,113491.20336914062
2019-02-01,False,False,0,113491.20336914062
2019-02-04,False,False,0,113491.20336914062
2019-02-05,False,False,0,113491.20336914062
2019-02-06,False,False,0,113491.20336914062
2019-02-07,False,False,0,113491.20336914062
2019-02-08,False,False,0,113491.20336914062
2019-02-11,False,False,0,113491.20336914062
2019-02-12,False,False,0,113491.20336914062
2019-02-13,False,False,0,113491.20336914062
2019-02-14,False,False,0,113491.20336914062
2019-02-15,False,False,0,113491.20336914062
2019-02-19,False,False,0,113491.20336914062
2019-02-20,False,False,0,113491.20336914062
2019-02-21,False,False,0,113491.20336914062
2019-02-22,False,False,0,113491.20336914062
2019-02-25,False,False,0,113491.20336914062
2019-02-26,False,False,0,113491.20336914062
2019-02-27,False,False,0,113491.20336914062
2019-02-28,False,False,0,113491.20336914062
2019-03-01,False,False,0,113491.20336914062
2019-03-04,False,False,0,113491.20336914062
2019-03-05,False,False,0,113491.20336914062
2019-03-06,False,False,0,113491.20336914062
2019-03-07,False,False,0,113491.20336914062
2019-03-08,False,False,0,113491.20336914062
2019-03-11,False,False,0,113491.20336914062
2019-03-12,False,False,0,113491.20336914062
2019-03-13,False,False,0,113491.20336914062
2019-03-14,False,False,0,113491.20336914062
2019-03-15,False,False,0,113491.20336914062
2019-03-18,False,False,0,113491.20336914062
2019-03-19,False,False,0,113491.20336914062
2019-03-20,False,False,0,113491.20336914062
2019-03-21,False,False,0,113491.20336914062
2019-03-22,False,False,0,113491.20336914062
2019-03-25,False,False,0,113491.20336914062
2019-03-26,False,False,0,113491.20336914062
2019-03-27,False,False,0,113491.20336914062
2019-03-28,False,False,0,113491.20336914062
2019-03-29,False,False,0,113491.20336914062
2019-04-01,False,False,0,113491.20336914062
2019-04-02,False,False,0,113491.20336914062
2019-04-03,False,False,0,113491.20336914062
2019-04-04,False,False,0,113491.20336914062
2019-04-05,False,False,0,113491.20336914062
2019-04-08,False,False,0,113491.20336914062
2019-04-09,False,False,0,113491.20336914062
2019-04-10,False,False,0,113491.20336914062
2019-04-11,False,False,0,113491.20336914062
2019-04-12,False,False,0,113491.20336914062
2019-04-15,False,False,0,113491.20336914062
2019-04-16,False,False,0,113491.20336914062
2019-04-17,False,False,0,113491.20336914062
2019-04-18,False,False,0,113491.20336914062
2019-04-22,False,False,0,113491.20336914062
2019-04-23,False,False,0,113491.20336914062
2019-04-24,False,False,0,113491.20336914062
2019-04-25,False,False,0,113491.20336914062
2019-04-26,False,False,0,113491.20336914062
2019-04-29,False,False,0,113491.20336914062
2019-04-30,False,False,0,113491.20336914062
2019-05-01,False,False,0,113491.20336914062
2019-05-02,False,False,0,113491.20336914062
2019-05-03,False,False,0,113491.20336914062
2019-05-06,False,False,0,113491.20336914062
2019-05-07,False,False,0,113491.20336914062
2019-05-08,False,False,0,113491.20336914062
2019-05-09,False,False,0,113491.20336914062
2019-05-10,False,False,0,113491.20336914062
2019-05-13,False,False,0,113491.20336914062
2019-05-14,False,False,0,113491.20336914062
2019-05-15,False,False,0,113491.20336914062
2019-05-16,False,False,0,113491.20336914062
2019-05-17,False,False,0,113491.20336914062
2019-05-20,False,False,0,113491.20336914062
2019-05-21,False,False,0,113491.20336914062
2019-05-22,False,False,0,113491.20336914062
2019-05-23,False,False,0,113491.20336914062
2019-05-24,False,False,0,113491.20336914062
2019-05-28,False,False,0,113491.20336914062
2019-05-29,False,False,0,113491.20336914062
2019-05-30,False,False,0,113491.20336914062
2019-05-31,False,False,0,113491.20336914062
2019-06-03,True,False,947,113491.20336914062
2019-06-04,False,False,947,113491.20336914062
2019-06-05,False,False,947,113491.20336914062
2019-06-06,False,False,947,113491.20336914062
2019-06-07,False,False,947,113491.20336914062
2019-06-10,False,True,0,125572.2057800293
2019-06-11,False,False,0,125572.2057800293
2019-06-12,False,False,0,125572.2057800293
2019-06-13,False,False,0,125572.2057800293
2019-06-14,False,False,0,125572.2057800293
2019-06-17,False,False,0,125572.2057800293
2019-06-18,False,False,0,125572.2057800293
2019-06-19,False,False,0,125572.2057800293
2019-06-20,False,False,0,125572.2057800293
2019-06-21,False,False,0,125572.2057800293
2019-06-24,False,False,0,125572.2057800293
2019-06-25,False,False,0,125572.2057800293
2019-06-26,False,False,0,125572.2057800293
2019-06-27,False,False,0,125572.2057800293
2019-06-28,False,False,0,125572.2057800293
2019-07-01,False,False,0,125572.2057800293
2019-07-02,False,False,0,125572.2057800293
2019-07-03,False,False,0,125572.2057800293
2019-07-05,False,False,0,125572.2057800293
2019-07-08,False,False,0,125572.2057800293
2019-07-09,False,False,0,125572.2057800293
2019-07-10,False,False,0,125572.2057800293
2019-07-11,False,False,0,125572.2057800293
2019-07-12,False,False,0,125572.2057800293
2019-07-15,False,False,0,125572.2057800293
2019-07-16,False,False,0,125572.2057800293
2019-07-17,False,False,0,125572.2057800293
2019-07-18,False,False,0,125572.2057800293
2019-07-19,False,False,0,125572.2057800293
2019-07-22,False,False,0,125572.2057800293
2019-07-23,False,False,0,125572.2057800293
2019-07-24,False,False,0,125572.2057800293
2019-07-25,False,False,0,125572.2057800293
2019-07-26,False,False,0,125572.2057800293
2019-07-29,False,False,0,125572.2057800293
2019-07-30,False,False,0,125572.2057800293
2019-07-31,False,False,0,125572.2057800293
2019-08-01,False,False,0,125572.2057800293
2019-08-02,False,False,0,125572.2057800293
2019-08-05,False,False,0,125572.2057800293
2019-08-06,True,False,932,125572.2057800293
2019-08-07,False,False,932,125572.2057800293
2019-08-08,False,False,932,125572.2057800293
2019-08-09,False,False,932,125572.2057800293
2019-08-12,False,False,932,125572.2057800293
2019-08-13,False,False,932,125572.2057800293
2019-08-14,False,False,932,125572.2057800293
2019-08-15,False,False,932,125572.2057800293
2019-08-16,False,False,932,125572.2057800293
2019-08-19,False,False,932,125572.2057800293
2019-08-20,False,False,932,125572.2057800293
2019-08-21,False,False,932,125572.2057800293
2019-08-22,False,False,932,125572.2057800293
2019-08-23,False,False,932,125572.2057800293
2019-08-26,False,False,932,125572.2057800293
2019-08-27,False,False,932,125572.2057800293
2019-08-28,False,False,932,125572.2057800293
2019-08-29,False,False,932,125572.2057800293
2019-08-30,False,False,932,125572.2057800293
2019-09-03,False,False,932,125572.2057800293
2019-09-04,False,False,932,125572.2057800293
2019-09-05,False,False,932,125572.2057800293
2019-09-06,False,False,932,125572.2057800293
2019-09-09,False,False,932,125572.2057800293
2019-09-10,False,False,932,125572.2057800293
2019-09-11,False,False,932,125572.2057800293
2019-09-12,False,False,932,125572.2057800293
2019-09-13,False,False,932,125572.2057800293
2019-09-16,False,False,932,125572.2057800293
2019-09-17,False,False,932,125572.2057800293
2019-09-18,False,False,932,125572.2057800293
2019-09-19,False,False,932,125572.2057800293
2019-09-20,False,False,932,125572.2057800293
2019-09-23,False,True,0,129678.47943115234
2019-09-24,False,False,0,129678.47943115234
2019-09-25,False,False,0,129678.47943115234
2019-09-26,False,False,0,129678.47943115234
2019-09-27,False,False,0,129678.47943115234
2019-09-30,False,False,0,129678.47943115234
2019-10-01,False,False,0,129678.47943115234
2019-10-02,False,False,0,129678.47943115234
2019-10-03,False,False,0,129678.47943115234
2019-10-04,False,False,0,129678.47943115234
2019-10-07,False,False,0,129678.47943115234
2019-10-08,True,False,955,129678.47943115234
2019-10-09,False,False,955,129678.47943115234
2019-10-10,False,False,955,129678.47943115234
2019-10-11,False,False,955,129678.47943115234
2019-10-14,False,False,955,129678.47943115234
2019-10-15,False,False,955,129678.47943115234
2019-10-16,False,True,0,134091.55349731445
2019-10-17,False,False,0,134091.55349731445
2019-10-18,False,False,0,134091.55349731445
2019-10-21,False,False,0,134091.55349731445
2019-10-22,False,False,0,134091.55349731445
2019-10-23,False,False,0,134091.55349731445
2019-10-24,False,False,0,134091.55349731445
2019-10-25,False,False,0,134091.55349731445
2019-10-28,False,False,0,134091.55349731445
2019-10-29,False,False,0,134091.55349731445
2019-10-30,False,False,0,134091.55349731445
2019-10-31,False,False,0,134091.55349731445
2019-11-01,False,False,0,134091.55349731445
2019-11-04,False,False,0,134091.55349731445
2019-11-05,False,False,0,134091.55349731445
2019-11-06,False,False,0,134091.55349731445
2019-11-07,False,False,0,134091.55349731445
2019-11-08,False,False,0,134091.55349731445
2019-11-11,False,False,0,134091.55349731445
2019-11-12,False,False,0,134091.55349731445
2019-11-13,False,False,0,134091.55349731445
2019-11-14,False,False,0,134091.55349731445
2019-11-15,False,False,0,134091.55349731445
2019-11-18,False,False,0,134091.55349731445
2019-11-19,False,False,0,134091.55349731445
2019-11-20,False,False,0,134091.55349731445
2019-11-21,False,False,0,134091.55349731445
2019-11-22,False,False,0,134091.55349731445
2019-11-25,False,False,0,134091.55349731445
2019-11-26,False,False,0,134091.55349731445
2019-11-27,False,False,0,134091.55349731445
2019-11-29,False,False,0,134091.55349731445
2019-12-02,False,False,0,134091.55349731445
2019-12-03,False,False,0,134091.55349731445
2019-12-04,False,False,0,134091.55349731445
2019-12-05,False,False,0,134091.55349731445
2019-12-06,False,False,0,134091.55349731445
2019-12-09,False,False,0,134091.55349731445
2019-12-10,False,False,0,134091.55349731445
2019-12-11,False,False,0,134091.55349731445
2019-12-12,False,False,0,134091.55349731445
2019-12-13,False,False,0,134091.55349731445
2019-12-16,False,False,0,134091.55349731445
2019-12-17,False,False,0,134091.55349731445
2019-12-18,False,False,0,134091.55349731445
2019-12-19,False,False,0,134091.55349731445
2019-12-20,False,False,0,134091.55349731445
2019-12-23,False,False,0,134091.55349731445
2019-12-24,False,False,0,134091.55349731445
2019-12-26,False,False,0,134091.55349731445
2019-12-27,False,False,0,134091.55349731445
2019-12-30,False,False,0,134091.55349731445
2019-12-31,False,False,0,134091.55349731445
2020-01-02,False,False,0,134091.55349731445
2020-01-03,False,False,0,134091.55349731445
2020-01-06,False,False,0,134091.55349731445
2020-01-07,False,False,0,134091.55349731445
2020-01-08,False,False,0,134091.55349731445
2020-01-09,False,False,0,134091.55349731445
2020-01-10,False,False,0,134091.55349731445
2020-01-13,False,False,0,134091.55349731445
2020-01-14,False,False,0,134091.55349731445
2020-01-15,False,False,0,134091.55349731445
2020-01-16,False,False,0,134091.55349731445
2020-01-17,False,False,0,134091.55349731445
2020-01-21,False,False,0,134091.55349731445
2020-01-22,False,False,0,134091.55349731445
2020-01-23,False,False,0,134091.55349731445
2020-01-24,False,False,0,134091.55349731445
2020-01-27,False,False,0,134091.55349731445
2020-01-28,False,False,0,134091.55349731445
2020-01-29,False,False,0,134091.55349731445
2020-01-30,False,False,0,134091.55349731445
2020-01-31,False,False,0,134091.55349731445
2020-02-03,False,False,0,134091.55349731445
2020-02-04,False,False,0,134091.55349731445
2020-02-05,False,False,0,134091.55349731445
2020-02-06,False,False,0,134091.55349731445
2020-02-07,False,False,0,134091.55349731445
2020-02-10,False,False,0,134091.55349731445
2020-02-11,False,False,0,134091.55349731445
2020-02-12,False,False,0,134091.55349731445
2020-02-13,False,False,0,134091.55349731445
2020-02-14,False,False,0,134091.55349731445
2020-02-18,False,False,0,134091.55349731445
2020-02-19,False,False,0,134091.55349731445
2020-02-20,False,False,0,134091.55349731445
2020-02-21,False,False,0,134091.55349731445
2020-02-24,False,False,0,134091.55349731445
2020-02-25,False,False,0,134091.55349731445
2020-02-26,True,False,787,134091.55349731445
2020-02-27,False,False,787,134091.55349731445
2020-02-28,False,False,787,134091.55349731445
2020-03-02,False,False,787,134091.55349731445
2020-03-03,False,False,787,134091.55349731445
2020-03-04,False,False,787,134091.55349731445
2020-03-05,False,False,787,134091.55349731445
2020-03-06,False,False,787,134091.55349731445
2020-03-09,False,False,787,134091.55349731445
2020-03-10,False,False,787,134091.55349731445
2020-03-11,False,False,787,134091.55349731445
2020-03-12,True,False,788,134091.55349731445
2020-03-13,False,False,788,134091.55349731445
2020-03-16,False,False,788,134091.55349731445
2020-03-17,False,False,788,134091.55349731445
2020-03-18,False,False,788,134091.55349731445
2020-03-19,False,False,788,134091.55349731445
2020-03-20,False,False,788,134091.55349731445
2020-03-23,False,False,788,134091.55349731445
2020-03-24,False,False,788,134091.55349731445
2020-03-25,False,False,788,134091.55349731445
2020-03-26,False,False,788,134091.55349731445
2020-03-27,False,False,788,134091.55349731445
2020-03-30,False,False,788,134091.55349731445
2020-03-31,False,True,0,124275.48529052734
2020-04-01,False,False,0,124275.48529052734
2020-04-02,False,False,0,124275.48529052734
2020-04-03,False,False,0,124275.48529052734
2020-04-06,False,False,0,124275.48529052734
2020-04-07,False,False,0,124275.48529052734
2020-04-08,False,False,0,124275.48529052734
2020-04-09,False,False,0,124275.48529052734
2020-04-13,False,False,0,124275.48529052734
2020-04-14,False,False,0,124275.48529052734
2020-04-15,False,False,0,124275.48529052734
2020-04-16,False,False,0,124275.48529052734
2020-04-17,False,False,0,124275.48529052734
2020-04-20,False,False,0,124275.48529052734
2020-04-21,False,False,0,124275.48529052734
2020-04-22,False,False,0,124275.48529052734
2020-04-23,False,False,0,124275.48529052734
2020-04-24,False,False,0,124275.48529052734
2020-04-27,False,False,0,124275.48529052734
2020-04-28,False,False,0,124275.48529052734
2020-04-29,False,False,0,124275.48529052734
2020-04-30,False,False,0,124275.48529052734
2020-05-01,False,False,0,124275.48529052734
2020-05-04,False,False,0,124275.48529052734
2020-05-05,False,False,0,124275.48529052734
2020-05-06,False,False,0,124275.48529052734
2020-05-07,False,False,0,124275.48529052734
2020-05-08,False,False,0,124275.48529052734
2020-05-11,False,False,0,124275.48529052734
2020-05-12,False,False,0,124275.48529052734
2020-05-13,False,False,0,124275.48529052734
2020-05-14,False,False,0,124275.48529052734
2020-05-15,False,False,0,124275.48529052734
2020-05-18,False,False,0,124275.48529052734
2020-05-19,False,False,0,124275.48529052734
2020-05-20,False,False,0,124275.48529052734
2020-05-21,False,False,0,124275.48529052734
2020-05-22,False,False,0,124275.48529052734
2020-05-26,False,False,0,124275.48529052734
2020-05-27,False,False,0,124275.48529052734
2020-05-28,False,False,0,124275.48529052734
2020-05-29,False,False,0,124275.48529052734
2020-06-01,False,False,0,124275.48529052734
2020-06-02,False,False,0,124275.48529052734
2020-06-03,False,False,0,124275.48529052734
2020-06-04,False,False,0,124275.48529052734
2020-06-05,False,False,0,124275.48529052734
2020-06-08,False,False,0,124275.48529052734
2020-06-09,False,False,0,124275.48529052734
2020-06-10,False,False,0,124275.48529052734
2020-06-11,False,False,0,124275.48529052734
2020-06-12,False,False,0,124275.48529052734
2020-06-15,False,False,0,124275.48529052734
2020-06-16,False,False,0,124275.48529052734
2020-06-17,False,False,0,124275.48529052734
2020-06-18,False,False,0,124275.48529052734
2020-06-19,False,False,0,124275.48529052734
2020-06-22,False,False,0,124275.48529052734
2020-06-23,False,False,0,124275.48529052734
2020-06-24,False,False,0,124275.48529052734
2020-06-25,False,False,0,124275.48529052734
2020-06-26,False,False,0,124275.48529052734
2020-06-29,False,False,0,124275.48529052734
2020-06-30,False,False,0,124275.48529052734
2020-07-01,False,False,0,124275.48529052734
2020-07-02,False,False,0,124275.48529052734
2020-07-06,False,False,0,124275.48529052734
2020-07-07,False,False,0,124275.48529052734
2020-07-08,False,False,0,124275.48529052734
2020-07-09,False,False,0,124275.48529052734
2020-07-10,False,False,0,124275.48529052734
2020-07-13,False,False,0,124275.48529052734
2020-07-14,False,False,0,124275.48529052734
2020-07-15,False,False,0,124275.48529052734
2020-07-16,False,False,0,124275.48529052734
2020-07-17,False,False,0,124275.48529052734
2020-07-20,False,False,0,124275.48529052734
2020-07-21,False,False,0,124275.48529052734
2020-07-22,False,False,0,124275.48529052734
2020-07-23,False,False,0,124275.48529052734
2020-07-24,False,False,0,124275.48529052734
2020-07-27,False,False,0,124275.48529052734
2020-07-28,True,False,615,124275.48529052734
2020-07-29,False,False,615,124275.48529052734
2020-07-30,False,False,615,124275.48529052734
2020-07-31,False,False,615,124275.48529052734
2020-08-03,False,False,615,124275.48529052734
2020-08-04,False,False,615,124275.48529052734
2020-08-05,False,True,0,130958.10150146484
2020-08-06,False,False,0,130958.10150146484
2020-08-07,False,False,0,130958.10150146484
2020-08-10,False,False,0,130958.10150146484
2020-08-11,False,False,0,130958.10150146484
2020-08-12,False,False,0,130958.10150146484
2020-08-13,False,False,0,130958.10150146484
2020-08-14,False,False,0,130958.10150146484
2020-08-17,False,False,0,130958.10150146484
2020-08-18,False,False,0,130958.10150146484
2020-08-19,False,False,0,130958.10150146484
2020-08-20,False,False,0,130958.10150146484
2020-08-21,False,False,0,130958.10150146484
2020-08-24,False,False,0,130958.10150146484
2020-08-25,False,False,0,130958.10150146484
2020-08-26,False,False,0,130958.10150146484
2020-08-27,False,False,0,130958.10150146484
2020-08-28,False,False,0,130958.10150146484
2020-08-31,False,False,0,130958.10150146484
2020-09-01,False,False,0,130958.10150146484
2020-09-02,False,False,0,130958.10150146484
2020-09-03,False,False,0,130958.10150146484
2020-09-04,False,False,0,130958.10150146484
2020-09-08,False,False,0,130958.10150146484
2020-09-09,False,False,0,130958.10150146484
2020-09-10,True,False,637,130958.10150146484
2020-09-11,False,False,637,130958.10150146484
2020-09-14,False,False,637,130958.10150146484
2020-09-15,False,False,637,130958.10150146484
2020-09-16,False,False,637,130958.10150146484
2020-09-17,False,False,637,130958.10150146484
2020-09-18,False,False,637,130958.10150146484
2020-09-21,False,False,637,130958.10150146484
2020-09-22,False,False,637,130958.10150146484
2020-09-23,False,False,637,130958.10150146484
2020-09-24,False,False,637,130958.10150146484
2020-09-25,False,False,637,130958.10150146484
2020-09-28,False,False,637,130958.10150146484
2020-09-29,False,False,637,130958.10150146484
2020-09-30,False,False,637,130958.10150146484
2020-10-01,False,True,0,135337.0242767334
2020-10-02,False,False,0,135337.0242767334
2020-10-05,False,False,0,135337.0242767334
2020-10-06,False,False,0,135337.0242767334
2020-10-07,False,False,0,135337.0242767334
2020-10-08,False,False,0,135337.0242767334
2020-10-09,False,False,0,135337.0242767334
2020-10-12,False,False,0,135337.0242767334
2020-10-13,False,False,0,135337.0242767334
2020-10-14,False,False,0,135337.0242767334
2020-10-15,False,False,0,135337.0242767334
2020-10-16,False,False,0,135337.0242767334
2020-10-19,False,False,0,135337.0242767334
2020-10-20,False,False,0,135337.0242767334
2020-10-21,False,False,0,135337.0242767334
2020-10-22,False,False,0,135337.0242767334
2020-10-23,False,False,0,135337.0242767334
2020-10-26,False,False,0,135337.0242767334
2020-10-27,False,False,0,135337.0242767334
2020-10-28,True,False,667,135337.0242767334
2020-10-29,False,False,667,135337.0242767334
2020-10-30,False,False,667,135337.0242767334
2020-11-02,False,False,667,135337.0242767334
2020-11-03,False,False,667,135337.0242767334
2020-11-04,False,False,667,135337.0242767334
2020-11-05,False,False,667,135337.0242767334
2020-11-06,False,False,667,135337.0242767334
2020-11-09,False,True,0,145666.1295928955
2020-11-10,False,False,0,145666.1295928955
2020-11-11,False,False,0,145666.1295928955
2020-11-12,False,False,0,145666.1295928955
2020-11-13,False,False,0,145666.1295928955
2020-11-16,False,False,0,145666.1295928955
2020-11-17,False,False,0,145666.1295928955
2020-11-18,False,False,0,145666.1295928955
2020-11-19,False,False,0,145666.1295928955
2020-11-20,False,False,0,145666.1295928955
2020-11-23,False,False,0,145666.1295928955
2020-11-24,False,False,0,145666.1295928955
2020-11-25,False,False,0,145666.1295928955
2020-11-27,False,False,0,145666.1295928955
2020-11-30,False,False,0,145666.1295928955
2020-12-01,False,False,0,145666.1295928955
2020-12-02,False,False,0,145666.1295928955
2020-12-03,False,False,0,145666.1295928955
2020-12-04,False,False,0,145666.1295928955
2020-12-07,False,False,0,145666.1295928955
2020-12-08,False,False,0,145666.1295928955
2020-12-09,False,False,0,145666.1295928955
2020-12-10,False,False,0,145666.1295928955
2020-12-11,False,False,0,145666.1295928955
2020-12-14,False,False,0,145666.1295928955
2020-12-15,False,False,0,145666.1295928955
2020-12-16,False,False,0,145666.1295928955
2020-12-17,False,False,0,145666.1295928955
2020-12-18,False,False,0,145666.1295928955
2020-12-21,False,False,0,145666.1295928955
2020-12-22,False,False,0,145666.1295928955
2020-12-23,False,False,0,145666.1295928955
2020-12-24,False,False,0,145666.1295928955
2020-12-28,False,False,0,145666.1295928955
2020-12-29,False,False,0,145666.1295928955
2020-12-30,False,False,0,145666.1295928955
2020-12-31,False,False,0,145666.1295928955
2021-01-04,False,False,0,145666.1295928955
2021-01-05,False,False,0,145666.1295928955
2021-01-06,False,False,0,145666.1295928955
2021-01-07,False,False,0,145666.1295928955
2021-01-08,False,False,0,145666.1295928955
2021-01-11,True,False,669,145666.1295928955
2021-01-12,False,False,669,145666.1295928955
2021-01-13,False,False,669,145666.1295928955
2021-01-14,False,False,669,145666.1295928955
2021-01-15,False,False,669,145666.1295928955
2021-01-19,False,False,669,145666.1295928955
2021-01-20,False,False,669,145666.1295928955
2021-01-21,False,False,669,145666.1295928955
2021-01-22,False,False,669,145666.1295928955
2021-01-25,False,True,0,153555.5691833496
2021-01-26,False,False,0,153555.5691833496
2021-01-27,False,False,0,153555.5691833496
2021-01-28,False,False,0,153555.5691833496
2021-01-29,False,False,0,153555.5691833496
2021-02-01,False,False,0,153555.5691833496
2021-02-02,False,False,0,153555.5691833496
2021-02-03,False,False,0,153555.5691833496
2021-02-04,False,False,0,153555.5691833496
2021-02-05,False,False,0,153555.5691833496
2021-02-08,False,False,0,153555.5691833496
2021-02-09,False,False,0,153555.5691833496
2021-02-10,False,False,0,153555.5691833496
2021-02-11,False,False,0,153555.5691833496
2021-02-12,False,False,0,153555.5691833496
2021-02-16,False,False,0,153555.5691833496
2021-02-17,False,False,0,153555.5691833496
2021-02-18,False,False,0,153555.5691833496
2021-02-19,False,False,0,153555.5691833496
2021-02-22,False,False,0,153555.5691833496
2021-02-23,False,False,0,153555.5691833496
2021-02-24,True,False,654,153555.5691833496
2021-02-25,False,False,654,153555.5691833496
2021-02-26,False,False,654,153555.5691833496
2021-03-01,False,False,654,153555.5691833496
2021-03-02,False,False,654,153555.5691833496
2021-03-03,False,False,654,153555.5691833496
2021-03-04,False,False,654,153555.5691833496
2021-03-05,False,False,654,153555.5691833496
2021-03-08,False,False,654,153555.5691833496
2021-03-09,False,False,654,153555.5691833496
2021-03-10,False,False,654,153555.5691833496
2021-03-11,False,False,654,153555.5691833496
2021-03-12,False,False,654,153555.5691833496
2021-03-15,False,False,654,153555.5691833496
2021-03-16,False,False,654,153555.5691833496
2021-03-17,False,True,0,155024.15560913086
2021-03-18,False,False,0,155024.15560913086
2021-03-19,False,False,0,155024.15560913086
2021-03-22,False,False,0,155024.15560913086
2021-03-23,False,False,0,155024.15560913086
2021-03-24,False,False,0,155024.15560913086
2021-03-25,False,False,0,155024.15560913086
2021-03-26,False,False,0,155024.15560913086
2021-03-29,False,False,0,155024.15560913086
2021-03-30,False,False,0,155024.15560913086
2021-03-31,False,False,0,155024.15560913086
2021-04-01,False,False,0,155024.15560913086
2021-04-05,False,False,0,155024.15560913086
2021-04-06,False,False,0,155024.15560913086
2021-04-07,False,False,0,155024.15560913086
2021-04-08,False,False,0,155024.15560913086
2021-04-09,False,False,0,155024.15560913086
2021-04-12,False,False,0,155024.15560913086
2021-04-13,False,False,0,155024.15560913086
2021-04-14,False,False,0,155024.15560913086
2021-04-15,False,False,0,155024.15560913086
2021-04-16,False,False,0,155024.15560913086
2021-04-19,False,False,0,155024.15560913086
2021-04-20,False,False,0,155024.15560913086
2021-04-21,False,False,0,155024.15560913086
2021-04-22,False,False,0,155024.15560913086
2021-04-23,False,False,0,155024.15560913086
2021-04-26,False,False,0,155024.15560913086
2021-04-27,False,False,0,155024.15560913086
2021-04-28,False,False,0,155024.15560913086
2021-04-29,False,False,0,155024.15560913086
2021-04-30,False,False,0,155024.15560913086
2021-05-03,False,False,0,155024.15560913086
2021-05-04,True,False,625,155024.15560913086
2021-05-05,False,False,625,155024.15560913086
2021-05-06,False,False,625,155024.15560913086
2021-05-07,False,False,625,155024.15560913086
2021-05-10,False,False,625,155024.15560913086
2021-05-11,False,False,625,155024.15560913086
2021-05-12,False,False,625,155024.15560913086
2021-05-13,False,False,625,155024.15560913086
2021-05-14,False,False,625,155024.15560913086
2021-05-17,False,False,625,155024.15560913086
2021-05-18,False,False,625,155024.15560913086
2021-05-19,False,False,625,155024.15560913086
2021-05-20,False,False,625,155024.15560913086
2021-05-21,False,False,625,155024.15560913086
2021-05-24,False,False,625,155024.15560913086
2021-05-25,False,False,625,155024.15560913086
2021-05-26,False,False,625,155024.15560913086
2021-05-27,False,False,625,155024.15560913086
2021-05-28,False,True,0,156049.99542236328
2021-06-01,False,False,0,156049.99542236328
2021-06-02,False,False,0,156049.99542236328
2021-06-03,False,False,0,156049.99542236328
